customer_id,gender,is_senior_citizen,partner,dependents,phone_service,phone_type,internet_service,internet_type,service_type_phone_internet,contract_type,contract_description,payment_type,monthly_charges,total_charges,churn,monthly_tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date_today_tenure,average_monthly_charges
4238-HFHSN,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$82.15,"$4,904.85",No,60,0,0,1,1,1,1,20211226,$82.15
4238-JSSWH,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$102.05,"$3,452.55",No,34,1,0,1,1,1,1,20211130,$102.05
4248-HCETZ,Male,1,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$79.65,"$2,365.15",Yes,30,0,1,1,1,1,1,20211126,$79.65
4248-QPAVC,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$85.35,"$1,463.45",Yes,17,1,1,1,1,1,1,20211114,$85.35
4250-FDVOU,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$56.25,$389.10,Yes,7,1,1,1,1,1,0,20211103,$56.25
4250-WAROZ,Male,1,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$93.25,"$5,774.55",No,62,0,0,1,1,1,3,20211228,$93.25
4250-ZBWLV,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Electronic check,$108.45,"$7,176.55",Yes,66,0,1,1,1,1,0,20220102,$108.45
4254-QPEDE,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2,2 Year,Credit card (automatic),$66.25,"$3,330.10",No,50,1,0,0,1,0,1,20211217,$66.25
4255-DDUOU,Female,0,Yes,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.50,$20.50,Yes,1,1,1,1,0,0,3,20211029,$20.50
4256-ZWTZI,Female,0,No,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$51.00,$286.80,No,6,1,0,1,1,1,2,20211102,$51.00
4257-GAESD,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Credit card (automatic),$45.00,$298.70,No,7,1,0,0,1,0,0,20211103,$45.00
4273-MBHYA,Female,0,No,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$89.35,$89.35,No,1,1,0,1,1,1,2,20211029,$89.35
4274-DRSQT,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$88.90,"$6,000.10",No,67,1,0,1,1,1,0,20220103,$88.90
4274-OWWYO,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.35,$74.35,Yes,1,0,1,1,1,1,0,20211029,$74.35
4277-BWBML,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$19.95,"$1,322.85",No,66,0,0,1,0,0,3,20220102,$19.95
4277-PVRAN,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$80.10,$679.30,Yes,8,1,1,1,1,1,0,20211105,$80.10
4277-UDIEF,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$81.00,"$1,923.85",No,24,0,0,1,1,1,3,20211120,$81.00
4280-DLSHD,Male,0,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$54.75,$445.85,No,8,0,0,1,1,1,1,20211105,$54.75
4282-ACRXS,Male,1,Yes,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$24.85,$955.75,No,38,0,0,0,1,0,1,20211205,$24.85
4282-MSACW,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$117.20,"$8,035.95",No,69,0,0,1,1,1,0,20220104,$117.20
4282-YMKNA,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.75,$706.60,Yes,9,1,1,1,1,1,0,20211106,$74.75
4283-FUTGF,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$79.85,"$1,471.75",Yes,18,0,1,1,1,1,0,20211115,$79.85
4283-IVYCI,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$64.95,$547.80,No,8,0,0,1,1,1,0,20211105,$64.95
4285-GYRQC,Female,0,Yes,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$86.25,$587.10,Yes,7,1,1,1,1,1,1,20211103,$86.25
4289-DTDKW,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$101.30,"$4,113.10",Yes,41,0,1,1,1,1,1,20211207,$101.30
4290-BSXUX,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$79.65,$251.75,Yes,3,0,1,1,1,1,1,20211031,$79.65
4291-HPAXL,Male,0,No,Yes,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$19.85,$19.85,No,1,0,0,1,0,0,2,20211029,$19.85
4291-HYEBC,Female,1,Yes,Yes,0,No Phone Service,1,DSL,2,1,1 Year,Electronic check,$39.10,"$1,096.60",No,28,1,0,0,1,0,3,20211125,$39.10
4291-SHSBH,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$69.55,$521.35,No,7,0,0,1,1,1,0,20211104,$69.55
4291-TPNFG,Male,0,Yes,No,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$82.30,"$5,980.55",No,73,0,0,1,1,1,1,20220108,$82.30
4291-YZODP,Female,0,No,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.05,$96.80,No,5,1,0,1,0,0,2,20211101,$20.05
4293-ETKAP,Female,0,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$79.40,"$5,071.90",No,64,1,0,1,1,1,3,20211230,$79.40
4295-YURET,Female,1,Yes,Yes,1,One Line,1,DSL,3,2,2 Year,Credit card (automatic),$72.60,"$4,084.35",No,56,1,0,1,1,1,3,20211223,$72.60
4298-OYIFC,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$103.45,"$1,539.80",No,15,0,0,1,1,1,1,20211111,$103.45
4299-OPXEJ,Female,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$19.55,"$1,080.55",No,55,1,0,1,0,0,0,20211222,$19.55
4299-SIMNS,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$81.15,$784.45,No,10,0,0,1,1,1,0,20211106,$81.15
4301-VVZKA,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$75.40,"$1,189.40",No,16,0,0,1,1,1,1,20211112,$75.40
4302-ZYFEL,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$20.55,"$1,403.10",No,68,0,0,1,0,0,3,20220104,$20.55
4304-TSPVK,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$114.90,"$7,843.55",No,68,1,0,1,1,1,1,20220104,$114.90
4304-XUMGI,Male,1,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Bank transfer (automatic),$75.15,"$3,822.45",No,51,0,0,1,1,1,3,20211217,$75.15
4307-KTUMW,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$93.90,"$5,029.20",Yes,54,0,1,1,1,1,1,20211220,$93.90
4307-KWMXE,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$35.75,$389.80,No,11,0,0,0,1,0,0,20211107,$35.75
4310-KEDTB,Female,0,No,Yes,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$29.80,$786.50,No,26,1,0,0,1,0,2,20211123,$29.80
4311-QTTAI,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$19.35,$295.55,No,15,1,0,1,0,0,0,20211112,$19.35
4312-GVYNH,Female,0,Yes,No,0,No Phone Service,1,DSL,2,2,2 Year,Bank transfer (automatic),$49.85,"$3,370.20",No,68,1,0,0,1,0,1,20220103,$49.85
4312-KFRXN,Male,0,Yes,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$25.40,"$1,710.90",No,67,0,0,1,0,0,1,20220103,$25.40
4315-MURBD,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$98.90,"$1,120.95",Yes,11,1,1,1,1,1,0,20211108,$98.90
4316-XCSLJ,Male,0,No,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$50.30,$846.80,No,17,0,0,1,1,1,2,20211113,$50.30
4317-VTEOA,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$50.75,$50.75,Yes,1,0,1,1,1,1,0,20211029,$50.75
4318-RAJVY,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.80,$198.25,No,10,1,0,1,0,0,0,20211107,$19.80
4320-QMLLA,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$54.85,$370.40,No,7,0,0,1,1,1,0,20211103,$54.85
4322-RCYMT,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,1,1 Year,Bank transfer (automatic),$75.80,"$5,293.95",Yes,70,0,1,1,1,1,3,20220105,$75.80
4323-ELYYB,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.00,$218.55,No,11,0,0,1,0,0,3,20211107,$20.00
4323-OHFOW,Female,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$105.55,"$7,195.35",No,68,1,0,1,1,1,1,20220104,$105.55
4323-SADQS,Male,0,Yes,Yes,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$34.50,$279.25,Yes,8,0,1,0,1,0,3,20211105,$34.50
4324-AHJKS,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$55.80,$300.40,No,5,1,0,1,1,1,0,20211102,$55.80
4324-BZCKL,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$55.55,$551.30,No,10,1,0,1,1,1,3,20211106,$55.55
4325-NFSKC,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$90.60,"$1,660.00",Yes,18,0,1,1,1,1,0,20211115,$90.60
4328-VUFWD,Female,0,No,No,1,One Line,1,DSL,3,1,1 Year,Electronic check,$59.30,"$2,209.15",No,37,1,0,1,1,1,0,20211204,$59.30
4329-YPDDQ,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$108.20,"$2,203.70",No,20,0,0,1,1,1,0,20211117,$108.20
4332-MUOEZ,Male,1,Yes,Yes,1,One Line,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$94.30,"$1,818.30",No,19,0,0,1,1,1,3,20211116,$94.30
4334-HOWRP,Male,1,Yes,No,0,No Phone Service,1,DSL,2,2,2 Year,Credit card (automatic),$64.95,"$4,546.00",No,70,0,0,0,1,0,1,20220105,$64.95
4335-BSMJS,Female,0,No,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Credit card (automatic),$25.80,"$1,563.95",No,61,1,0,1,0,0,0,20211227,$25.80
4335-UPJSI,Female,0,No,Yes,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.75,$498.10,No,25,1,0,1,0,0,2,20211122,$19.75
4338-EYCER,Male,0,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$54.60,"$1,125.20",No,21,0,0,1,1,1,1,20211117,$54.60
4342-HENTK,Female,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$70.65,$142.35,Yes,2,1,1,1,1,1,0,20211030,$70.65
4342-HFXWS,Female,0,Yes,Yes,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$69.70,"$3,023.65",No,43,1,0,1,1,1,3,20211210,$69.70
4343-EJVQB,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$74.35,$533.60,No,7,0,0,1,1,1,0,20211104,$74.35
4349-GFQHK,Male,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$54.35,$54.35,Yes,1,0,1,1,1,1,0,20211029,$54.35
4350-ZTLPI,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$108.95,"$5,718.20",No,52,1,0,1,1,1,1,20211219,$108.95
4351-QLCSU,Female,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Credit card (automatic),$55.00,$55.00,Yes,1,1,1,1,1,1,0,20211029,$55.00
4353-HYOJD,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$49.85,"$1,336.15",No,27,1,0,1,1,1,3,20211123,$49.85
4355-CVPVS,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$88.90,"$4,968.00",No,56,1,0,1,1,1,3,20211222,$88.90
4355-HBJHH,Male,0,Yes,Yes,2,Two or More Lines,1,DSL,3,2,2 Year,Electronic check,$79.70,"$5,293.40",Yes,66,0,1,1,1,1,3,20220102,$79.70
4359-INNWN,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$20.05,$337.90,No,17,1,0,1,0,0,0,20211113,$20.05
4360-PNRQB,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$75.60,"$1,395.05",No,18,0,0,1,1,1,0,20211115,$75.60
4360-QRAVE,Male,1,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$36.65,"$1,315.00",No,36,0,0,0,1,0,0,20211202,$36.65
4361-BKAXE,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$114.50,"$4,527.45",Yes,40,1,1,1,1,1,0,20211206,$114.50
4361-FEBGN,Male,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Credit card (automatic),$20.15,$982.95,No,49,0,0,1,0,0,0,20211215,$20.15
4361-JEIVL,Male,0,No,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$44.40,$44.40,Yes,1,0,1,1,1,1,2,20211029,$44.40
4365-MSDYN,Male,0,Yes,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Bank transfer (automatic),$19.55,$161.15,No,8,0,0,1,0,0,1,20211105,$19.55
4366-CTOUZ,Female,0,No,No,1,One Line,2,Fiber Optic,3,2,2 Year,Mailed check,$100.20,"$5,038.45",No,50,1,0,1,1,1,0,20211217,$100.20
4367-NHWMM,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$24.90,$24.90,No,1,1,0,0,1,0,0,20211029,$24.90
4367-NUYAO,Male,0,Yes,Yes,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$25.75,,No,0,0,0,1,0,0,3,20211028,#DIV/0!
4369-HTUIF,Male,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$85.15,$503.60,Yes,6,0,1,1,1,1,0,20211102,$85.15
4369-NYSCF,Male,0,No,No,1,One Line,1,DSL,3,1,1 Year,Bank transfer (automatic),$75.75,"$4,284.65",No,57,0,0,1,1,1,0,20211223,$75.75
4373-MAVJG,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$90.90,"$1,259.00",Yes,14,1,1,1,1,1,3,20211110,$90.90
4373-VVHQL,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$44.75,$44.75,No,1,0,0,1,1,1,0,20211029,$44.75
4374-YMUSQ,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$116.25,"$3,899.05",No,34,0,0,1,1,1,0,20211130,$116.25
4376-KFVRS,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$114.05,"$8,468.20",No,74,0,0,1,1,1,3,20220110,$114.05
4377-VDHYI,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,3,1,1 Year,Electronic check,$90.80,"$3,023.85",No,33,0,0,1,1,1,3,20211130,$90.80
4378-BZYFP,Male,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.50,$365.80,No,18,0,0,1,0,0,0,20211114,$20.50
4378-MYPGO,Male,0,Yes,Yes,1,One Line,2,Fiber Optic,3,2,2 Year,Bank transfer (automatic),$105.25,"$7,173.15",No,68,0,0,1,1,1,3,20220104,$105.25
4381-MHQDC,Female,0,No,No,2,Two or More Lines,1,DSL,3,2,2 Year,Mailed check,$65.00,"$2,879.90",No,44,1,0,1,1,1,0,20211211,$65.00
4385-GZQXV,Female,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$94.45,"$1,511.20",Yes,16,1,1,1,1,1,0,20211113,$94.45
4385-ZKVNW,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$54.90,"$2,549.10",No,46,0,0,1,1,1,3,20211213,$54.90
4389-UEFCZ,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$105.50,"$7,544.00",No,72,1,0,1,1,1,1,20220107,$105.50
4390-KYULV,Male,0,Yes,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Credit card (automatic),$20.55,$51.15,Yes,2,0,1,1,0,0,1,20211030,$20.55
4391-LNRXK,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$94.95,"$2,142.80",No,23,0,0,1,1,1,0,20211119,$94.95
4391-RESHN,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$104.05,"$2,470.10",Yes,24,0,1,1,1,1,0,20211120,$104.05
4393-GEADV,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Credit card (automatic),$114.75,"$7,842.30",No,68,0,0,1,1,1,3,20220104,$114.75
4393-OBCRR,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$20.25,$71.20,No,4,1,0,1,0,0,0,20211031,$20.25
4393-RYCRE,Male,0,No,No,1,One Line,2,Fiber Optic,3,1,1 Year,Electronic check,$106.05,"$4,510.80",No,43,0,0,1,1,1,0,20211209,$106.05
4395-PZMSN,Male,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$85.55,$408.50,No,5,0,0,1,1,1,0,20211101,$85.55
4396-KLSEH,Male,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Electronic check,$19.85,$63.00,No,3,0,0,1,0,0,0,20211031,$19.85
4397-FRLTA,Female,0,No,No,1,One Line,0,No Internet Service,1,0,Month-to-Month,Mailed check,$20.15,$84.50,No,4,1,0,1,0,0,0,20211101,$20.15
4398-HSCJH,Female,0,No,No,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Electronic check,$63.60,$155.65,Yes,2,1,1,1,1,1,0,20211030,$63.60
4402-FTBXC,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Mailed check,$89.80,"$4,667.00",No,52,0,0,1,1,1,0,20211218,$89.80
4403-BWPAY,Male,0,No,No,2,Two or More Lines,0,No Internet Service,1,1,1 Year,Credit card (automatic),$24.80,$321.70,No,13,0,0,1,0,0,0,20211109,$24.80
4404-HIBDJ,Female,0,No,No,1,One Line,1,DSL,3,1,1 Year,Mailed check,$74.30,"$1,863.80",Yes,25,1,1,1,1,1,0,20211122,$74.30
4412-YLTKF,Female,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$78.05,"$2,135.50",Yes,27,1,1,1,1,1,0,20211124,$78.05
4415-IJZTP,Female,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.50,$74.50,Yes,1,1,1,1,1,1,0,20211029,$74.50
4415-WNGVR,Female,1,Yes,No,1,One Line,1,DSL,3,1,1 Year,Electronic check,$79.20,$943.85,No,12,1,0,1,1,1,1,20211108,$79.20
4418-LZMSV,Male,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$61.80,$750.10,No,12,0,0,1,1,1,3,20211109,$61.80
4419-UJMUS,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,2,2 Year,Electronic check,$99.35,"$6,856.45",No,69,0,0,1,1,1,3,20220105,$99.35
4422-QVIJA,Female,0,No,Yes,2,Two or More Lines,1,DSL,3,0,Month-to-Month,Mailed check,$50.15,"$1,655.35",No,33,1,0,1,1,1,2,20211130,$50.15
4423-JWZJN,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Credit card (automatic),$90.25,"$5,629.15",No,62,0,0,1,1,1,3,20211229,$90.25
4423-YLHDV,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$104.40,"$2,200.25",Yes,21,1,1,1,1,1,1,20211118,$104.40
4424-TKOPW,Male,1,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$93.85,$196.75,Yes,2,0,1,1,1,1,0,20211030,$93.85
4425-OWHWB,Female,0,No,No,1,One Line,0,No Internet Service,1,1,1 Year,Credit card (automatic),$19.35,$433.75,No,22,1,0,1,0,0,0,20211119,$19.35
4429-WYGFR,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$49.15,"$1,237.30",No,25,0,0,1,1,1,0,20211122,$49.15
4430-UZIPO,Male,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Mailed check,$36.85,$108.70,Yes,3,0,1,0,1,0,0,20211030,$36.85
4430-YHXGG,Female,0,No,Yes,2,Two or More Lines,0,No Internet Service,1,0,Month-to-Month,Mailed check,$25.45,$84.20,No,3,1,0,1,0,0,2,20211031,$25.45
4431-EDMIQ,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$75.70,$554.05,No,7,1,0,1,1,1,3,20211104,$75.70
4432-ADRLB,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$44.65,$74.90,Yes,2,0,1,1,1,1,0,20211029,$44.65
4433-JCGCG,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$101.00,"$4,680.05",Yes,46,0,1,1,1,1,1,20211213,$101.00
4439-JMPMT,Female,0,Yes,Yes,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$85.75,$470.95,Yes,5,1,1,1,1,1,3,20211102,$85.75
4439-YRNVD,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$36.25,$374.00,No,10,1,0,0,1,0,0,20211107,$36.25
4441-NIHPT,Female,1,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$74.30,$940.35,Yes,13,1,1,1,1,1,0,20211109,$74.30
4443-EMBNA,Female,0,Yes,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Bank transfer (automatic),$24.75,"$1,836.90",No,74,1,0,1,0,0,1,20220110,$24.75
4445-KWOKW,Female,0,No,No,2,Two or More Lines,1,DSL,3,1,1 Year,Bank transfer (automatic),$60.15,"$2,421.60",No,40,1,0,1,1,1,0,20211207,$60.15
4445-ZJNMU,Male,0,No,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$99.30,$918.75,No,9,0,0,1,1,1,0,20211106,$99.30
4446-BZKHU,Male,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$105.55,"$6,281.45",Yes,60,0,1,1,1,1,1,20211226,$105.55
4450-DLLMH,Male,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Credit card (automatic),$71.30,$157.75,No,2,0,0,1,1,1,0,20211030,$71.30
4450-MDZFX,Male,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$74.35,"$4,453.30",No,60,0,0,1,1,1,3,20211226,$74.35
4450-YOOHP,Female,0,No,No,0,No Phone Service,1,DSL,2,0,Month-to-Month,Credit card (automatic),$50.65,"$1,905.40",No,38,1,0,0,1,0,0,20211204,$50.65
4451-RWASJ,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.50,$239.75,No,12,0,0,1,0,0,3,20211109,$19.50
4452-QIIEB,Male,0,No,No,1,One Line,1,DSL,3,0,Month-to-Month,Mailed check,$43.90,$278.40,No,6,0,0,1,1,1,0,20211103,$43.90
4452-ROHMO,Female,0,No,No,1,One Line,0,No Internet Service,1,2,2 Year,Mailed check,$19.60,$331.60,No,17,1,0,1,0,0,0,20211113,$19.60
4455-BFSPD,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,1,1 Year,Bank transfer (automatic),$101.15,"$6,383.90",No,63,1,0,1,1,1,1,20211230,$101.15
4456-RHSNB,Female,0,Yes,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$49.60,$962.90,No,19,1,0,1,1,1,3,20211116,$49.60
4458-KVRBJ,Male,0,No,No,2,Two or More Lines,0,No Internet Service,1,2,2 Year,Mailed check,$25.00,"$1,510.50",No,60,0,0,1,0,0,0,20211227,$25.00
4459-BBGHE,Male,0,No,Yes,0,No Phone Service,1,DSL,2,0,Month-to-Month,Electronic check,$44.50,"$1,307.80",No,29,0,0,0,1,0,2,20211126,$44.50
4462-CYWMH,Male,1,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$89.80,"$5,629.55",No,63,0,0,1,1,1,1,20211229,$89.80
4464-JCOLN,Male,0,Yes,Yes,1,One Line,0,No Internet Service,1,1,1 Year,Mailed check,$19.85,$35.90,Yes,2,0,1,1,0,0,3,20211029,$19.85
4465-VDKIQ,Female,0,No,No,1,One Line,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$77.80,"$1,358.60",No,17,1,0,1,1,1,0,20211114,$77.80
4468-KAZHE,Female,1,Yes,No,1,One Line,1,DSL,3,0,Month-to-Month,Electronic check,$60.00,"$1,259.35",No,21,1,0,1,1,1,1,20211117,$60.00
4468-YDOVK,Male,0,No,Yes,1,One Line,1,DSL,3,0,Month-to-Month,Bank transfer (automatic),$48.65,$235.20,No,5,0,0,1,1,1,2,20211101,$48.65
4471-KXAUH,Female,0,Yes,No,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Electronic check,$84.30,"$3,588.40",Yes,43,1,1,1,1,1,1,20211209,$84.30
4472-LVYGI,Female,0,Yes,Yes,0,No Phone Service,1,DSL,2,2,2 Year,Bank transfer (automatic),$52.55,,No,0,1,0,0,1,0,3,20211028,#DIV/0!
4472-VESGY,Female,0,Yes,Yes,2,Two or More Lines,2,Fiber Optic,3,0,Month-to-Month,Bank transfer (automatic),$98.15,"$4,993.40",No,51,1,0,1,1,1,3,20211217,$98.15
